Book_Code,Book_Title,Author,Year_Published,Pages,ID_Peminjaman,Tanggal_Peminjaman,Tanggal_Pengembalian,ID_Anggota Peminjam,Nama_Anggota,Alamat,No.Telepon
1283,Washington Square,Henry James,1880,174,PB-2023-197,2024-09-05,2023-09-14,124071,Hyacintha,Cross Bronx Expressway,(021) - 428800
26,On Poetry and Style,Aristotle,1978,106,PB-2023-198,2024-09-05,2023-09-14,124072,Amelina,60 Ln,(021) - 428801
519,Confessions,Saint Augustine,1988,347,PB-2023-199,2024-09-05,2023-09-14,124073,Beatrisa,Crotona Av,(021) - 428802
436,The Politics of International Economic Relations,Joan Edelman Spero,1981,334,PB-2023-200,2024-09-05,2023-09-14,124074,Avis,Grandview Avenue,(021) - 428803
1259,Gargantua and Pantagruel,Francois Rabelais,1534,712,PB-2023-201,2024-09-05,2023-09-14,124075,Donella,60 Av,(021) - 428804
19,The Breaks of the Game,David Halberstam,1981,360,PB-2023-202,2024-09-05,2023-09-14,124076,Darice,Crotona Av,(021) - 428805
790,Foundations of the Metaphysics of Morals,Immanuel Kant,1785,92,PB-2023-203,2024-09-05,2023-09-14,124077,Austine,Crotona Pkwy,(021) - 428806
619,The Life of Charlemagne,Einhard,1830,67,PB-2023-204,2024-09-05,2023-09-14,124078,Deirdre,Crotona Park North,(021) - 428807
1080,An Enquiry Concerning Human Understanding,David Hume,1748,124,PB-2023-205,2024-09-05,2023-09-14,124079,Kirstie,Boston Rd,(021) - 428808
256,Don Quixote,Miguel de Cervantes Saavedra,1604,940,PB-2023-206,2024-09-05,2023-09-14,124080,Easter,Castle Hill Avenue,(021) - 428809
1178,A Room of One's Own,Virginia Woolf,1929,118,PB-2023-207,2024-09-05,2023-09-14,124081,Andy,Benedict Av,(021) - 428810
851,The Dictionary of Accepted Ideas,Gustave Flaubert,1882,92,PB-2023-208,2024-09-05,2023-09-14,124082,Elaina,E 175 St,(021) - 428811
278,The Book of the Courtier,Baldesar Castiglione,1518,345,PB-2023-209,2024-09-05,2023-09-14,124083,Ariadne,73 Av,(021) - 428812
611,When Knighthood Was in Flower,Charles Major,1898,294,PB-2023-210,2024-09-05,2023-09-14,124084,Kitti,174 St,(021) - 428813
205,Oration on the Dignity of Man,Giovanni Pico della Mirandola,1487,69,PB-2023-211,2024-09-05,2023-09-14,124085,Dorree,78 Av,(021) - 428814
986,Nuclear Weapons and World Politics,"David C. Gompert, Michael Mandelbaum, Richard L. Garwin, John H. Barton",1977,354,PB-2023-212,2024-09-05,2023-09-14,124086,Charlean,Cypress Av,(021) - 428815
1235,The White Hotel,D.M. Thomas,1981,240,PB-2023-213,2024-09-05,2023-09-14,124087,Doralin,Hollis Court Boulevard,(021) - 428816
1315,Doing Good(The Limits of Benevolence),"Willard Gaylin, Ira Glasser, Steven Marcus, David Rochman",1978,168,PB-2023-214,2024-09-05,2023-09-14,124088,Jeni,Oakville St,(021) - 428817
1203,Emma,Jane Austen,1816,471,PB-2023-215,2024-09-05,2023-09-14,124089,Mechelle,E 62 St,(021) - 428818
304,On God and Political Duty,John Calvin,1535,121,PB-2023-216,2024-09-05,2023-09-14,124090,Leonora,80 Av,(021) - 428819
678,Henry James - The Middle Years: 1882--1895,Leon Edel,1962,389,PB-2023-217,2024-09-05,2023-09-14,124091,Madeleine,Adams Av,(021) - 428820
36,The Book of Laughter and Forgetting,Milan Kundera,1980,237,PB-2023-218,2024-09-05,2023-09-14,124092,Diannne,Murdock Av,(021) - 428821
907,Runaway Horses,Yukio Mishima,1969,423,PB-2023-219,2024-09-05,2023-09-14,124093,Beckie,Hylan Blvd,(021) - 428822
654,The World As I See It,Albert Einstein,1932,112,PB-2023-220,2024-09-05,2023-09-14,124094,Hyacinth,37 Av,(021) - 428823
181,First Love,Ivan Turgenev,1860,107,PB-2023-221,2024-09-05,2023-09-14,124095,Johnette,E 71 St,(021) - 428824
1156,The Government and Politics of France,Vincent Wright,1978,253,PB-2023-222,2024-09-05,2023-09-14,124096,Kyrstin,Pelham Parkway North,(021) - 428825
1216,Wide Sargasso Sea,Jean Rhys,1966,156,PB-2023-223,2024-09-05,2023-09-14,124097,Binny,Waterbury Avenue,(021) - 428826
808,Sincerity and Authenticity,Lionel Trilling,1971,158,PB-2023-224,2024-09-05,2023-09-14,124098,Dorie,Stuyvesant Avenue,(021) - 428827
686,Prater Violet,Christopher Isherwood,1945,160,PB-2023-225,2024-09-05,2023-09-14,124099,Betsy,Park Avenue South,(021) - 428828
504,The Waning of the Middle Ages,Johan Huizinga,1919,335,PB-2023-226,2024-09-05,2023-09-14,124100,Laurice,210 St,(021) - 428829
785,The Black Sheep,Honoré de Balzac,1842,339,PB-2023-227,2024-09-05,2023-09-14,124101,Margery,Wood Av,(021) - 428830
32,On Judaism,Martin Buber,1951,231,PB-2023-228,2024-09-05,2023-09-14,124102,Corinne,251 St,(021) - 428831
500,Napoleon and the French Empire,David Sylvester,1978,90,PB-2023-229,2024-09-05,2023-09-14,124103,Greta,73 Av,(021) - 428832
120,The Three Ages of the Italian Renaissance,Robert S. Lopez,1970,74,PB-2023-230,2024-09-05,2023-09-14,124104,Debby,114 Rd,(021) - 428833
1040,Crazy Horse,Marie Sandoz,1942,413,PB-2023-231,2023-09-01,2023-09-14,124105,Kelli,Madison St,(021) - 428834
57,Indecent Exposure,David McClintick,1982,521,PB-2023-232,2023-09-02,2023-09-14,124106,Aubree,Zerega Av,(021) - 428835
723,The Adolescent,Fyodor Dostoevsky,1874,599,PB-2023-233,2023-09-03,2023-09-14,124107,Marleah,E 188 St,(021) - 428836
807,Goodbye to All That,Robert Graves,1929,347,PB-2023-234,2023-09-04,2023-09-14,124108,Cris,Seneca Av,(021) - 428837
1299,Ebony Kinship,Robert G. Weisbord,1973,220,PB-2023-235,2023-09-05,2023-09-14,124109,Corrina,E 31 St,(021) - 428838
1276,Feudal Society Vol. 1,Marc Bloch,1940,279,PB-2023-236,2023-09-06,2023-09-14,124110,Lilla,Jefferson Place,(021) - 428839
802,Bech is Back,John Updike,1982,195,PB-2023-237,2023-09-07,2023-09-14,124111,Candis,Bay St,(021) - 428840
968,The Book of Job,Bible,1488,63,PB-2023-238,2023-09-08,2023-09-14,124112,Charisse,Crotona Av,(021) - 428841
539,The Search for Alexander,Robin Lane Fox,1980,441,PB-2023-239,2023-09-09,2023-09-14,124113,Nalani,Ely Av,(021) - 428842
618,Stephen Hero,James Joyce,1906,253,PB-2023-240,2023-09-10,2023-09-14,124114,Ardith,Police Officer Anthony Sanchez Way,(021) - 428843
252,Antony and Cleopatra,William Shakespeare,1607,133,PB-2023-241,2023-09-11,2023-09-14,124115,Elonore,115 Av,(021) - 428844
683,Justine,Lawrence Durrell,1957,245,PB-2023-242,2023-09-12,2023-09-14,124116,Mariel,Oakland Pl,(021) - 428845
553,The Varieties of Religious Experience,William James,1902,500,PB-2023-243,2023-09-13,2023-09-14,124117,Coleen,Fairmount Place,(021) - 428846
101,Nadja,André Breton,1928,160,PB-2023-244,2023-09-14,2023-09-14,124118,Florence,Boundary Av,(021) - 428847
154,Ever Since Darwin,Stephen Jay Gould,1977,271,PB-2023-245,2023-09-15,2023-09-14,124119,Kameko,139 Av,(021) - 428848
875,The Master and Margarita,Mikhail Bulgakov,1940,402,PB-2023-246,2023-09-16,2023-09-14,124120,Doll,8 Av,(021) - 428849
999,"Tinker, Tailor, Soldier, Spy",John Le Carré,1974,317,PB-2023-247,2023-09-17,2023-09-14,124121,Eimile,56 Av,(021) - 428850
624,The Bridge of San Luis Rey,Thornton Wilder,1927,124,PB-2023-248,2023-09-18,2023-09-14,124122,Blanch,Manhattan Avenue,(021) - 428851
432,"Introduction to Contemporary Civilization in the West, Vol. 1",Various,1960,880,PB-2023-249,2023-09-19,2023-09-14,124123,Gusty,169 St,(021) - 428852
1166,The Confessions,Jean-Jacques Rousseau,1781,606,PB-2023-250,2023-09-20,2023-09-14,124124,Blanca,East Tremont Avenue,(021) - 428853
321,The Painted Word,Tom Wolfe,1975,120,PB-2023-251,2023-09-21,2023-09-14,124125,Hedi,164 St,(021) - 428854
1074,Bookends - The Simon and Garfunkel Story,Patrick Humphries,1982,186,PB-2023-252,2023-09-22,2023-09-14,124126,Emma,Wyckoff Av,(021) - 428855
1262,Napoleon,Emil Ludwig,1926,682,PB-2023-253,2023-09-23,2023-09-14,124127,Christa,Hunter Av,(021) - 428856
923,The Social Contract and,Jean-Jacques Rousseau,1762,226,PB-2023-254,2023-09-24,2023-09-14,124128,Chad,84 St,(021) - 428857
377,The Social Contract and Discourse on the Origin of Inequality,Jean-Jacques Rousseau,1762,226,PB-2023-255,2023-09-25,2023-09-14,124129,Alvina,Zerega Av,(021) - 428858
793,"Meteorology, an Introductory Course, Vol. 1 chapters 1, 2, 3",Arnt Eliassen and Kaare Pedersen,1977,135,PB-2023-256,2023-09-26,2023-09-14,124130,Clair,Blondell Av,(021) - 428859
282,Reveries of the Solitary Walker,Jean-Jacques Rousseau,1778,155,PB-2023-257,2023-09-27,2023-09-14,124131,Kellina,Crotona Pkwy,(021) - 428860
936,Walden,Henry David Thoreau,1854,247,PB-2023-258,2023-09-28,2023-09-14,124132,Bernadina,E 176 St,(021) - 428861
1202,The Enlightenment (The Rise of Modern Pagasm) *,Peter Gay,1966,419,PB-2023-259,2023-09-29,2023-09-14,124133,Evvie,Hylan Blvd,(021) - 428862
949,Makers of Rome (from Lives),Plutarch,1790,366,PB-2023-260,2023-09-30,2023-09-14,124134,Becky,E 175 St,(021) - 428863
92,The Narrow Road to the Deep North,Basho,1690,147,PB-2023-261,2024-09-05,2023-09-14,124135,Adela,Cabot Rd,(021) - 428864
1131,The Razor's Edge,W. Somerset Maugham,1944,314,PB-2023-262,2024-09-05,2023-09-14,124136,Gilli,Monica Goldstein Way,(021) - 428865
17,Copland on Music,Aaron Copland,1959,280,PB-2023-263,2024-09-05,2023-09-14,124137,Devina,E 214 St,(021) - 428866
933,The Misanthrope' (a play),Moliere,1666,55,PB-2023-264,2024-09-05,2023-09-14,124138,Lindi,135 Pl,(021) - 428867
85,Portrait of the Artist as a Young Dog,Dylan Thomas,1940,128,PB-2023-265,2024-09-05,2023-09-14,124139,Marnia,214 St,(021) - 428868
544,The Human Body,Isaac Asimov,1963,309,PB-2023-266,2024-09-05,2023-09-14,124140,Daune,E 66 St,(021) - 428869
562,Lectures on Literature,Vladimir Nabokov,1980,382,PB-2023-267,2024-09-05,2023-09-14,124141,Denni,Dr. Michael Lancelot Marcano Way,(021) - 428870
965,The Oresteian Trilogy,Aeschylus,1480,203,PB-2023-268,2024-09-05,2023-09-14,124142,Esma,73 Av,(021) - 428871
581,Electra' (a play),Sophocles,1445,55,PB-2023-269,2024-09-05,2023-09-14,124143,Megen,Morris Av,(021) - 428872
484,Trolius and Cressida',William Shakespeare,1602,152,PB-2023-270,2024-09-05,2023-09-14,124144,Mary,Kingsland Avenue,(021) - 428873
387,Selected Works,Cicero,1960,160,PB-2023-271,2024-09-05,2023-09-14,124145,Ilona,27 St,(021) - 428874
168,The Testament,Elie Wiesel,1981,261,PB-2023-272,2024-09-05,2023-09-14,124146,Davina,172 St,(021) - 428875
312,Albert's Bridge,Tom Stoppard,1969,116,PB-2023-273,2024-09-05,2023-09-14,124147,Kerri,E 66 St,(021) - 428876
209,If You're Glad I'll Be Frank,Tom Stoppard,1969,116,PB-2023-274,2024-09-05,2023-09-14,124148,Fanchon,1 Av,(021) - 428877
1205,Artist Descending a Staircase,Tom Stoppard,1973,116,PB-2023-275,2024-09-05,2023-09-14,124149,Lishe,Palmetto St,(021) - 428878
1091,Greek Lyrics,"Sappho, Pindar, Solon, and 23 others",1999,82,PB-2023-276,2024-09-05,2023-09-14,124150,Matilde,255 St,(021) - 428879
9,One Half of Robertson Davies,Robertson Davies,1978,286,PB-2023-277,2024-09-05,2023-09-14,124151,Janeta,E 28 St,(021) - 428880
573,Modern Soviet Society,Basile Kerblay,1983,306,PB-2023-278,2024-09-05,2023-09-14,124152,Ingeborg,Marmion Av,(021) - 428881
1225,Ulysses,James Joyce,1921,783,PB-2023-279,2024-09-05,2023-09-14,124153,Audre,64 St,(021) - 428882
1106,Farmer,Jim Harrison,1976,160,PB-2023-280,2024-09-05,2023-09-14,124154,Heath,Manor Rd,(021) - 428883
179,Travel Journal,Michel de Montaigne,1580,175,PB-2023-281,2024-09-05,2023-09-14,124155,Emlynn,Unionport Road,(021) - 428884
921,Ladies' Man,Richard Price,1978,264,PB-2023-282,2024-09-05,2023-09-14,124156,Kit,Eastchester Road,(021) - 428885
1148,"So Long, See You Tomorrow",William Maxwell,1980,149,PB-2023-283,2024-09-05,2023-09-14,124157,Maddalena,Laconia Av,(021) - 428886
630,Ages of Man: readings by John Gielgud,William Shakespeare,1600,93,PB-2023-284,2024-09-05,2023-09-14,124158,Kelsey,Edgewater Street,(021) - 428887
834,Nine Stories,J.D. Salinger,1953,198,PB-2023-285,2024-09-05,2023-09-14,124159,Estella,Linden Blvd,(021) - 428888
729,The Man Who Dreamed of Tomorrow: The Life and Thought of Wilhelm Reich,W. Edward Mann and Edward Hoffman,1980,253,PB-2023-286,2024-09-05,2023-09-14,124160,Camila,E 19 St,(021) - 428889
78,On Writing the Short Story,Hallie Burnett,1983,148,PB-2023-287,2024-09-05,2023-09-14,124161,Annabal,E 178 St,(021) - 428890
184,"Uncollected Short Stories, Vol. 1",J.D. Salinger,1946,89,PB-2023-288,2024-09-05,2023-09-14,124162,Jenette,3 Av,(021) - 428891
698,The Elements of Style,"William Strunk, Jr. and E.B. White",1959,43,PB-2023-289,2024-09-05,2023-09-14,124163,Jelene,E 67 St,(021) - 428892
894,The Confessions of Felix Krull Confidence Man (The Early Years),Thomas Mann,1955,378,PB-2023-290,2024-09-05,2023-09-14,124164,Jaclyn,Jewel Av,(021) - 428893
1255,A Woman's Life,Guy de Maupassant,1883,202,PB-2023-291,2024-09-05,2023-09-14,124165,Birdie,Bleecker St,(021) - 428894
1064,The Distracted Preacher' and four other short stories,Thomas Hardy,1888,175,PB-2023-292,2023-11-01,2023-09-14,124166,Maureene,E 23 St,(021) - 428895
1321,The Kiss' and other short stories,Anton Chekhov,1902,168,PB-2023-293,2023-11-02,2023-09-14,124167,Joline,Wyckoff Av,(021) - 428896
1236,George Bernard Shaw,Olivia Coolidge,1968,226,PB-2023-294,2023-11-03,2023-09-14,124168,Berty,Crotona Av,(021) - 428897
1165,Ninety-nine Novels,Anthony Burgess,1984,156,PB-2023-295,2023-11-04,2023-09-14,124169,Latisha,East Tremont Avenue,(021) - 428898
989,Saint Joan,George Bernard Shaw,1924,158,PB-2023-296,2023-11-05,2023-09-14,124170,Evey,Marion Av,(021) - 428899
1318,The Portable Tolstoy,L.N. Tolstoy,1908,429,PB-2023-297,2023-11-06,2023-09-14,124171,Melinde,W 178 St,(021) -9987006
41,Life in Shakespeare's England,John Dover Wilson,1634,345,PB-2023-298,2023-11-07,2023-09-14,124172,Malcah,1 Av,(021) -9987007
1162,What is Art?,L.N. Tolstoy,1896,191,PB-2023-299,2023-11-08,2023-09-14,124173,Faydra,East Houston Street,(021) -9987008
1191,A Doll's House,Henrik Ibsen,1879,103,PB-2023-300,2023-11-09,2023-09-14,124174,Jeralee,Marolla Pl,(021) -9987009
1291,Wired: The Short Life and Fast Times of John Belushi,Bob Woodward,1984,423,PB-2023-301,2023-11-10,2023-09-14,124175,Dodie,64 St,(021) -9987010
913,The Republic,Plato,1990,455,PB-2023-302,2023-11-11,2023-09-14,124176,Adah,Madison Av,(021) -9987011
53,Physics for Poets,Robert H. March,1970,253,PB-2023-303,2023-11-12,2023-09-14,124177,Christyna,Utopia Pkwy,(021) -9987012
1157,Creation,Gore Vidal,1981,593,PB-2023-304,2023-11-13,2023-09-14,124178,Marthena,Lewiston St,(021) -9987013
719,The Baron in the Trees,Italo Calvino,1959,217,PB-2023-305,2023-11-14,2023-09-14,124179,Adrianna,61 St,(021) -9987014
203,Managing U.S. - Soviet Rivalry,Alexander L. George,1983,397,PB-2023-306,2023-11-15,2023-09-14,124180,Darcie,166 St,(021) -9987015
771,Italian Journey,J.W. Goethe,1786,398,PB-2023-307,2023-11-16,2023-09-14,124181,Helise,175 St,(021) -9987016
1145,A Fan's Notes,Frederick Exley,1968,353,PB-2023-308,2023-11-17,2023-09-14,124182,Lillian,Grand Concourse,(021) -9987017
1056,Fathers and Sons,Ivan Turgenev,1861,295,PB-2023-309,2023-11-18,2023-09-14,124183,Jayme,Lafayette Avenue,(021) -9987018
1248,Axel's Castle,Edmund Wilson,1931,235,PB-2023-310,2023-11-19,2023-09-14,124184,Lanna,Madison St,(021) -9987019
198,Mr. Midshipman Hornblower,C.S. Forster,1941,252,PB-2023-311,2023-11-20,2023-09-14,124185,Ermentrude,Elvin St,(021) -9987020
819,Eugene Onegin,Alexander Pushkin,1830,233,PB-2023-312,2023-11-21,2023-09-14,124186,Ina,Sunset Av,(021) -9987021
189,A Hero of Our Time,Mikhail Lermontov,1839,185,PB-2023-313,2023-11-22,2023-09-14,124187,Milli,Linden Blvd,(021) -9987022
951,"The Penguin Atlas of Recent History, Europe since 1815",Colin McEvedy,1982,90,PB-2023-314,2023-11-23,2023-09-14,124188,Mathilda,Roma Av,(021) -9987023
475,"""A Simple Heart"", ""The Legend of St. Julian Hospitator""",Gustav Flaubert,1876,87,PB-2023-315,2023-11-24,2023-09-14,124189,Melisenda,Grand Concourse,(021) -9987024
531,A Severed Head,Iris Murdoch,1961,205,PB-2023-316,2023-11-25,2023-09-14,124190,Alethea,79 Av,(021) -9987025
68,Selected Fables,Jean de La Fontaine,1693,141,PB-2023-317,2023-11-26,2023-09-14,124191,Merralee,Southern Boulevard,(021) -9987026
1050,Othello,William Shakespeare,1604,154,PB-2023-318,2023-11-27,2023-09-14,124192,Helene,56 Av,(021) -9987027
456,Meditations on First Philosophy,Réné Descartes,1641,56,PB-2023-319,2023-11-28,2023-09-14,124193,Hanna,Hylan Blvd,(021) -9987028
305,The Loneliness of the Long Distance Runner,Alan Sillitoe,1959,144,PB-2023-320,2023-11-29,2023-09-14,124194,Carlotta,59 Av,(021) -9987029
548,The Souls of Black Folk,W.E.B. Dubois,1903,278,PB-2023-321,2023-11-30,2023-09-14,124195,Kym,E 21 St,(021) -9987030
768,Light Years,James Salter,1975,308,PB-2023-322,2024-09-05,2023-09-14,124196,Berti,Crotona Av,(021) -9987031
172,The Unbearable Lightness of Being,Milan Kundera,1984,314,PB-2023-323,2024-09-05,2023-09-14,124197,Emelita,E 188 St,(021) -9987032
398,The Elizabethan World Picture,E.M.W. Tillyard,1958,109,PB-2023-324,2024-09-05,2023-09-14,124198,Devon,Centre St,(021) -9987033
1108,The Uses of Enchantment,Bruno Bettelheim,1975,310,PB-2023-325,2024-09-05,2023-09-14,124199,Jobie,65 Av,(021) -9987034
594,Vanity Fair,William M. Thackeray,1847,636,PB-2023-326,2024-09-05,2023-09-14,124200,Guenevere,Chatterton Avenue,(021) -9987035
64,Mysteries,Knut Hamsun,1892,254,PB-2023-327,2024-09-05,2023-09-14,124201,Deny,Idlease Pl,(021) -9987036
1144,Home Before Dark,Susan Cheever,1984,243,PB-2023-328,2024-09-05,2023-09-14,124202,Mirelle,Harry Van Arsdale Jr Av,(021) -9987037
408,The Ides of March,Thornton Wilder,1948,204,PB-2023-329,2024-09-05,2023-09-14,124203,Lucilia,Bleecker St,(021) -9987038
1208,Revolutions and Revolutionaries,A.J.P. Taylor,1980,160,PB-2023-330,2024-09-05,2023-09-14,124204,Ernestine,Boller Av,(021) -9987039
837,Breaking with Moscow,Arkady N. Shevchenko,1985,370,PB-2023-331,2024-09-05,2023-09-14,124205,Nadeen,Lane Av,(021) -9987040
63,An Actor Prepares,Constantin Stanislavski,1936,295,PB-2023-332,2024-09-05,2023-09-14,124206,Coriss,E 175 St,(021) -9987041
83,Empty Seats,Michael White,1984,190,PB-2023-333,2024-09-05,2023-09-14,124207,Kathie,East Tremont Avenue,(021) -9987042
1049,Creating a Role,Constantin Stanislavski,1938,262,PB-2023-334,2024-09-05,2023-09-14,124208,Karylin,Washington Street,(021) -9987043
110,The Breaks,Richard Price,1983,446,PB-2023-335,2024-09-05,2023-09-14,124209,Carol,62 St,(021) -9987044
434,A Flag for Sunrise,Robert Stone,1977,440,PB-2023-336,2024-09-05,2023-09-14,124210,Blisse,Havemeyer Avenue,(021) -9987045
688,Neurotic Styles,David Shapiro,1965,199,PB-2023-337,2024-09-05,2023-09-14,124211,Clari,Cypress Av,(021) -9987046
79,The Age of Religious Wars 1559-1715,Richard S. Dunn,1970,302,PB-2023-338,2024-09-05,2023-09-14,124212,Aline,Harold St,(021) -9987047
394,Uncle Tom's Cabin,Harriet Beecher Stowe,1852,590,PB-2023-339,2024-09-05,2023-09-14,124213,Deanne,Himrod St,(021) -9987048
695,This Man & Music,Anthony Burgess,1982,192,PB-2023-340,2024-09-05,2023-09-14,124214,Carin,73 Av,(021) -9987049
439,Notre Dame of Paris,Victor Hugo,1831,493,PB-2023-341,2024-09-05,2023-09-14,124215,Del,6 Av,(021) -9987050
854,On the Nature of the Universe,Lucretius,1954,256,PB-2023-342,2024-09-05,2023-09-14,124216,Mamie,1 Av,(021) -9987051
374,The Codex Leicester,Leonardo Da Vinci,1507,175,PB-2023-343,2024-09-05,2023-09-14,124217,Carrie,Barnes Av,(021) -9987052
885,Caruso,Howard Greenfeld,1983,254,PB-2023-344,2024-09-05,2023-09-14,124218,Angela,41 Av,(021) -9987053
1033,The Guermantes Way,Marcel Proust,1925,425,PB-2023-345,2024-09-05,2023-09-14,124219,Dennie,112 Av,(021) -9987054
1187,Fire in the Lake,Frances Fitzgerald,1972,590,PB-2023-346,2024-09-05,2023-09-14,124220,Legra,37 Av,(021) -9987055
960,Heartburn,Nora Ephron,1983,223,PB-2023-347,2024-09-05,2023-09-14,124221,Abagail,30 Dr,(021) -9987056
297,The Tao of Physics,Fritjof Capra,1975,311,PB-2023-348,2024-09-05,2023-09-14,124222,Modestine,Roma Av,(021) -9987057
708,Tao Te Ching,Lao Tsu,1887,81,PB-2023-349,2024-09-05,2023-09-14,124223,Amie,Haviland Av,(021) -9987058
406,Bloomsbury - A House of Lions,Leon Edel,1979,299,PB-2023-350,2024-09-05,2023-09-14,124224,Joana,147 Dr,(021) -9987059
635,Miss Manners Guide to Excruciatingly Correct Behavior,Judith Martin,1979,555,PB-2023-351,2024-09-05,2023-09-14,124225,Mable,E 176 St,(021) -9987060
745,Confession,L.N. Tolstoy,1879,93,PB-2023-352,2024-09-05,2023-09-14,124226,Lark,Canal St,(021) -9987061
1273,The Color Purple,Alice Walker,1982,251,PB-2023-353,2024-09-05,2023-09-14,124227,Amalie,Gansevoort Boulevard,(021) -9987062
382,James Joyce,Richard Ellmann,1959,744,PB-2023-354,2024-09-05,2023-09-14,124228,Janey,E 78 St,(021) -9987063
325,Queen Lucia part 1,E.F. Benson,1920,318,PB-2023-355,2024-09-05,2023-09-14,124229,Nancey,Adams Av,(021) -9987064
658,Dubliners,James Joyce,1905,223,PB-2023-356,2024-09-05,2023-09-14,124230,Corenda,Kenmare St,(021) -9987065
1309,The Mayor of Casterbridge,Thomas Hardy,1886,411,PB-2023-357,2024-09-05,2023-09-14,124231,Leoine,2 Av,(021) -9987066
535,The Early Church,Henry Chadwick,1967,289,PB-2023-358,2024-09-05,2023-09-14,124232,Ethyl,E 188 St,(021) -9987067
361,The Histories,Herodotus,1832,624,PB-2023-359,2024-09-05,2023-09-14,124233,Adelle,Linden Blvd,(021) -9987068
886,The House of Mirth,Edith Wharton,1905,329,PB-2023-360,2024-09-05,2023-09-14,124234,Flower,Eastchester Road,(021) -9987069
1028,A China Passage,J.K. Galbraith,1973,138,PB-2023-361,2024-09-05,2023-09-14,124235,Carlen,73 Av,(021) -9987070
478,Essays and Aphorisms,Arthur Schopenhauer,1851,236,PB-2023-362,2024-09-05,2023-09-14,124236,Jenda,Metropolitan Avenue,(021) -9987071
353,The Europeans,Luigi Barzini,1983,267,PB-2023-363,2024-09-05,2023-09-14,124237,Maye,Corsa Av,(021) -9987072
196,My Quest for Beauty,Rollo May,1985,243,PB-2023-364,2024-09-05,2023-09-14,124238,Corilla,Jefferson Avenue,(021) -9987073
42,Cosmos,Carl Sagan,1980,286,PB-2023-365,2024-09-05,2023-09-14,124239,Alyce,60 St,(021) -9987074
953,Zen in the Art of Archery,Eugen Herrigel,1953,90,PB-2023-366,2024-09-05,2023-09-14,124240,Janis,Fillmore Av,(021) -9987075
213,Dialogues Concerning Natural Religion,David Hume,1775,105,PB-2023-367,2024-09-05,2023-09-14,124241,Danelle,Powell Av,(021) -9987076
70,The Conquest of Gaul,Julius Caesar,1886,236,PB-2023-368,2024-09-05,2023-09-14,124242,Katha,Nome Av,(021) -9987077
704,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,331,PB-2023-369,2024-09-05,2023-09-14,124243,Lorinda,82 St,(021) -9987078
870,Linguistics,Richard Hudson,1984,166,PB-2023-370,2024-09-05,2023-09-14,124244,Briney,Grandview Avenue,(021) -9987079
1005,The Aeneid,Virgil,1886,336,PB-2023-371,2024-09-05,2023-09-14,124245,Lucky,Himrod St,(021) -9987080
1222,The Colour of Saying Anthology of Verse,Various,1963,170,PB-2023-372,2024-09-05,2023-09-14,124246,Lida,60 Av,(021) -9987081
775,Renaissance Florence,Gene A. Brucker,1969,280,PB-2023-373,2024-09-05,2023-09-14,124247,Christie,73 Av,(021) -9987082
1159,Politics,Edward I. Koch,1985,246,PB-2023-374,2024-09-05,2023-09-14,124248,Fredelia,Halsey St,(021) -9987083
113,Lives of the Artists,Giorgio Vasari,1568,477,PB-2023-375,2024-09-05,2023-09-14,124249,Marthe,Central Av,(021) -9987084
448,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,1976,446,PB-2023-376,2024-09-05,2023-09-14,124250,Alicea,79 St,(021) -9987085
1181,Who Rules America Now?,G. William Domhoff,1983,223,PB-2023-377,2024-09-05,2023-09-14,124251,Emogene,Manhattan Avenue,(021) -9987086
1192,"Poetry, Language, Thought",Martin Heidegger,1971,229,PB-2023-378,2024-09-05,2023-09-14,124252,Cassy,Boston Rd,(021) -9987087
239,Patterns of Sexuality and Reproduction,Alan S. Parkes,1976,141,PB-2023-379,2024-09-05,2023-09-14,124253,Lillis,Jefferson Avenue,(021) -9987088
212,Father and Son,Edmund Gosse,1907,251,PB-2023-380,2024-09-05,2023-09-14,124254,Dorella,St Felix Av,(021) -9987089/(+62)-9987089
646,Self-Renewal,John Gardner,1981,127,PB-2023-381,2024-09-05,2023-09-14,124255,Anallese,124 St,(021) -9987090
330,Inferno,Dante Alighieri,1314,180,PB-2023-382,2024-09-05,2023-09-14,124256,Jacky,Haven Av,(021) -9987091
900,Howard's End,E.M. Forster,1910,271,PB-2023-383,2024-09-05,2023-09-14,124257,Milena,Father Gannon Court,(021) -9987092
180,The Poetics of Space,Gaston Bachelard,1958,241,PB-2023-384,2024-09-05,2023-09-14,124258,Ginnie,Country Drive West,(021) -9987093
751,Ironweed,William Kennedy,1983,227,PB-2023-385,2024-09-05,2023-09-14,124259,Lizbeth,Zerega Av,(021) -9987094
40,The Odyssey,Homer,1886,365,PB-2023-386,2024-09-05,2023-09-14,124260,Cybal,Mapes Av,(021) -9987095
608,"Selected Letters, edited by Richard Ellman",James Joyce,1957,409,PB-2023-387,2024-09-05,2023-09-14,124261,Cacilie,27 St,(021) -9987096
604,Act One,Moss Hart,1959,383,PB-2023-388,2024-09-05,2023-09-14,124262,Lorry,Grandview Avenue,(021) -9987097
160,The Enchanter,Vladimir Nabokov,1939,95,PB-2023-389,2024-09-05,2023-09-14,124263,Carmita,254 St,(021) -9987098
